HospitalID,categoryGER,categoryAUT,Department,beds,doctorsgeneral,doctorsspecial,nurses,numberofstays,averagestayduration,address
535,169,CH,"Allgemeinchirurgie",34,6,4,9,1857,5,"Bahnhofstraße 7, 5580 Tamsweg"
535,930,AN,"Anästhesiologie und Intensivmedizin",4,4,3,6,NaN,NaN,"Bahnhofstraße 7, 5580 Tamsweg"
535,196,GGH,"Geburtshilfliche Abteilung",5,4,2,6,212,4,"Bahnhofstraße 7, 5580 Tamsweg"
535,193,GGH,"Gynäkologische Abteilung",10,5,3,6,600,4,"Bahnhofstraße 7, 5580 Tamsweg"
535,339,IM,"Innere Medizin",39,9,4,26,2394,7,"Bahnhofstraße 7, 5580 Tamsweg"
535,930,PAL,"Palliativ medizinische Einrichtung",4,2,1,6,57,9,"Bahnhofstraße 7, 5580 Tamsweg"
535,166,UC,"Unfallchirurgie",32,9,4,10,1897,6,"Bahnhofstraße 7, 5580 Tamsweg"
528,NaN,,"All",546,NaN,NaN,NaN,NaN,NaN,"Ignaz-Harrer-Straße 79, 5020 Salzburg"
528,340,AG/R,"UK für Geriatrie",127,28,23,88,321,15.9,"Ignaz-Harrer-Straße 79, 5020 Salzburg"
528,390,KJP,"UK für Kinder- und Jugendpsychiatrie",29,13,7,26,138,5.1,"Ignaz-Harrer-Straße 79, 5020 Salzburg"
528,540,NC,"UK für Neurochirurgie",53,23,22,79,2005,4.5,"Ignaz-Harrer-Straße 79, 5020 Salzburg"
528,570,NEU,"UK für Neurologie",119,50,25,161,4021,4.9,"Ignaz-Harrer-Straße 79, 5020 Salzburg"
528,829,PSY,"UK für Psychiatrie, Psychotherapie und Psychosomatik",216,34,18,129,2180,9.1,"Ignaz-Harrer-Straße 79, 5020 Salzburg"
534,NaN,,"All",500,NaN,NaN,NaN,NaN,NaN,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,169,CH,"Abteilung Chirurgie",48,12,8,14,2776,4.2,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",43,12,7,35,3146,3,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,220,HNO,"Abteilung für HNO-Heilkunde",24,8,6,14,1706,3.7,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,369,KI,"Abteilung für Kinder- und Jugendmedizin",37,19,10,33,3874,2.4,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,166,UC,"Abteilung für Unfallchirurgie und Sporttraumatologie",78,22,12,63,5502,4.1,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,930,AN,"Anästhesie und Intensivmedizin",11,25,16,43,1341,2,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,339,IN IM,"Intensivbetreuung (Interne)",10,NaN,NaN,NaN,NaN,NaN,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,339,IM,"Interne Abteilung",107,26,15,130,7449,3.8,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,830,KJP,"Kinder- und Jugendpsychosomatik/-psychiatrie",6,2,1,10,303,12.8,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,369,IN KI,"Kinder-Intensivbetreuung (Kinderheilkunde)",4,NaN,NaN,NaN,NaN,NaN,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,570,NEU,"Neurologie",42,10,7,22,2790,4.3,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,699,OR,"Orthopädie und orthopädische Chirurgie - allgemein",29,13,7,19,1907,4.5,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,829,PSY,"Psychiatrie - allgemein",56,13,7,28,NaN,NaN,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
534,829,TK PSY,"Tagesklinik (Psychiatrie)",6,NaN,NaN,NaN,NaN,NaN,"Kardinal Schwarzenbergstraße 2-6, 5620 Schwarzach im Pongau"
521,166,UC,"All",13,NaN,NaN,NaN,NaN,NaN,"Judenbühel 3-5, 5550 Radstadt"
518,166,UC,"All",3,NaN,NaN,NaN,NaN,NaN,"Obertauern 115, 5562 Obertauern"
512,NaN,,"All",160,NaN,NaN,NaN,NaN,NaN,"Bürgermeisterstraße 34, 5400 Hallein"
512,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",30,12,6,26,1990,3.7,"Bürgermeisterstraße 34, 5400 Hallein"
512,169,CH,"Chirurgie",30,7,4,20,1500,4.6,"Bürgermeisterstraße 34, 5400 Hallein"
512,339,IM,"Innere Medizin",79,16,4,57,3400,6.6,"Bürgermeisterstraße 34, 5400 Hallein"
512,930,GEM,"Interdisziplinäre Intensivstation",5,1,1,10,430,2.1,"Bürgermeisterstraße 34, 5400 Hallein"
512,930,PAL,"Palliativ medizinische Einrichtung",8,2,2,12,125,17.3,"Bürgermeisterstraße 34, 5400 Hallein"
512,699,OR,"Satellitendepartment für Orthopädie/Traumatologie",8,4,3,8,1050,4.5,"Bürgermeisterstraße 34, 5400 Hallein"
536,NaN,,"All",264,NaN,NaN,NaN,NaN,NaN,"Paracelsusstraße 8, 5700 Zell am See"
536,120,AU,"Abteilung für Augenheilkunde und Optometrie",21,8,5,12,2285,0.53,"Paracelsusstraße 8, 5700 Zell am See"
536,339,IM,"Abteilung für Innere Medizin",73,10,5,49,4754,4.02,"Paracelsusstraße 8, 5700 Zell am See"
536,699,OR,"Abteilung für Orthopädie und Traumatologie",60,19,7,49,4084,3.55,"Paracelsusstraße 8, 5700 Zell am See"
536,169,CH,"Allgemeinchirurgische Abteilung",43,9,4,21,2613,3.91,"Paracelsusstraße 8, 5700 Zell am See"
536,220,HNO,"Fachschwerpunkt HNO mit Logopädie",8,6,4,8,1432,3.43,"Paracelsusstraße 8, 5700 Zell am See"
536,199,GGH,"Gynäkologie und Geburtshilfe",26,8,6,22,1169,2,"Paracelsusstraße 8, 5700 Zell am See"
536,930,AN,"Intensivbetreuung (Anästhesie)",6,12,7,18,310,NaN,"Paracelsusstraße 8, 5700 Zell am See"
536,930,IN CCU,"Internistische Intensivbetreuung (CCU)",4,NaN,NaN,6,375,NaN,"Paracelsusstraße 8, 5700 Zell am See"
536,900,URO,"Urologie",23,6,4,8,1444,2.33,"Paracelsusstraße 8, 5700 Zell am See"
514,NaN,,"All",105,NaN,NaN,NaN,NaN,NaN,"Felberstraße 1, 5730 Mittersill"
514,340,AG/R,"Akutgeriatrie / Remobilisation",20,3,1,9,102,18,"Felberstraße 1, 5730 Mittersill"
514,169,CH,"Allgemeinchirurgische Abteilung",31,7,4,18,2543,3,"Felberstraße 1, 5730 Mittersill"
514,930,AN,"Anästhesie und Intensivmedizin",4,5,5,8,91,2,"Felberstraße 1, 5730 Mittersill"
514,699,OR,"Fachschwerpunkt Orthopädie und Traumatologie",13,4,3,18,715,4,"Felberstraße 1, 5730 Mittersill"
514,339,IM,"Interne Abteilung",37,9,4,24,2070,4.5,"Felberstraße 1, 5730 Mittersill"
525,NaN,,"All",138,NaN,NaN,NaN,NaN,NaN,"Dr. Franz Rehrl-Platz 5, 5020 Salzburg"
525,166,UC,"Unfallchirurgie - allgemein",138,59,53,181,5730,7.4,"Dr. Franz Rehrl-Platz 5, 5020 Salzburg"
642,NaN,,"All",116,NaN,NaN,NaN,NaN,NaN,"Dr. Schwaiger-Straße 1, 8490 Bad Radkersburg"
642,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",5,7,7,26,NaN,NaN,"Dr. Schwaiger-Straße 1, 8490 Bad Radkersburg"
642,339,IM,"Abteilung für Innere Medizin",60,15,8,31,3347,6.4,"Dr. Schwaiger-Straße 1, 8490 Bad Radkersburg"
642,699,OR,"Abteilung für Orthopädie und orth. Chirurgie",51,19,8,49,2380,5.71,"Dr. Schwaiger-Straße 1, 8490 Bad Radkersburg"
664,NaN,,"All",181,NaN,NaN,NaN,NaN,NaN,"Radlpaßstraße 29, 8530 Deutschlandsberg"
664,169,CH,"Abteilung für Chirurgie",60,13,NaN,55,3317,3.9,"Radlpaßstraße 29, 8530 Deutschlandsberg"
664,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",35,17,NaN,20,2313,2.7,"Radlpaßstraße 29, 8530 Deutschlandsberg"
664,339,IM,"Abteilung für Innere Medizin",76,16,NaN,37,3673,5.7,"Radlpaßstraße 29, 8530 Deutschlandsberg"
664,930,IN GEM,"Interdisziplinäre Intensivbehandlung allg.",8,10,NaN,24,309,4.9,"Radlpaßstraße 29, 8530 Deutschlandsberg"
664,930,IN GEM,"Interdisziplinäre Intensivüberwachung allg.",2,3,NaN,7,295,2.95,"Radlpaßstraße 29, 8530 Deutschlandsberg"
606,NaN,,"All",322,NaN,NaN,NaN,NaN,NaN,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",5,25,20,68,103,18.89,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,120,AU,"Abteilung für Augenheilkunde",32,15,6,16,12521,0.85,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,570,NEU,"Abteilung für Neurologie",48,20,8,39,2627,8.02,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,166,UC,"Abteilung für Unfallchirurgie",57,19,7,36,2632,6.13,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,169,CH,"Departement f. Allgemeine Chirurgie",39,16,5,34,2309,4.04,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,153,IM,"Departement f. Gefässchirurgie",24,12,5,27,1019,7.72,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,930,IN GEM,"Interdisziplinäre Intensivstation",10,NaN,NaN,54,NaN,NaN,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,339,IM,"Medizinische Abteilung",95,33,11,98,5332,5.45,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,570,NEU,"Rehab B auf Abteilung f. Neurologie",8,NaN,NaN,17,16,24.24,"Tragösser Straße 1, 8600 Bruck an der Mur"
606,570,SU,"Stroke Unit auf Abteilung f. Neurologie",4,NaN,NaN,11,474,2.15,"Tragösser Straße 1, 8600 Bruck an der Mur"
651,NaN,,"All",138,NaN,NaN,NaN,NaN,NaN,"Conrad von Hötzendorf-Straße 31, 8570 Voitsberg"
651,169,CH,"Chirurgische Abteilung",33,14,6,28,2109,3.08,"Conrad von Hötzendorf-Straße 31, 8570 Voitsberg"
651,193,GGH,"Dislozierte Tagesklinik Gynäkologie",2,3,3,11,73,0,"Conrad von Hötzendorf-Straße 31, 8570 Voitsberg"
651,930,IN GEM,"Interdisz.Intensivbehandlung allg.",2,3,3,16,332,4.29,"Conrad von Hötzendorf-Straße 31, 8570 Voitsberg"
651,930,IN GEM,"Interdisz.Intensivüberwachung allg.",4,3,3,16,150,1.77,"Conrad von Hötzendorf-Straße 31, 8570 Voitsberg"
651,339,IM,"Medizinische Abteilung",97,15,10,34,3057,7.08,"Conrad von Hötzendorf-Straße 31, 8570 Voitsberg"
654,NaN,,"All",147,NaN,NaN,NaN,NaN,NaN,"Pelzmannstraße 18, 8435 Wagna"
654,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",4,10,9,8,270,5,"Pelzmannstraße 18, 8435 Wagna"
654,169,CH,"Chirurgische Abteilung",65,20,13,50,3900,3.9,"Pelzmannstraße 18, 8435 Wagna"
654,339,IN IM,"Med. Intensiv",4,NaN,NaN,NaN,360,2.7,"Pelzmannstraße 18, 8435 Wagna"
654,339,IM,"Medizinische Abteilung",74,23,10,39,3800,4.2,"Pelzmannstraße 18, 8435 Wagna"
646,NaN,,"All",106,NaN,NaN,NaN,NaN,NaN,"Salzburger Straße 777, 8970 Schladming"
646,169,CH,"Allgemein-Chirurgie",12,5,3,14,1029,4.97,"Salzburger Straße 777, 8970 Schladming"
646,196,GGH,"Geburtshilfe",3,3,3,5,200,4.35,"Salzburger Straße 777, 8970 Schladming"
646,193,GGH,"Gynäkologie",3,3,1,2,69,1.4,"Salzburger Straße 777, 8970 Schladming"
646,339,IM,"Innere Medizin",50,18,9,30,3612,5.5,"Salzburger Straße 777, 8970 Schladming"
646,930,IN GEM,"Intensivbetreuung (interdisziplinär)",6,5,4,16,138,9.17,"Salzburger Straße 777, 8970 Schladming"
646,166,UC,"Unfallchirurgie",32,22,10,35,1973,4.58,"Salzburger Straße 777, 8970 Schladming"
619,NaN,,"All",217,NaN,NaN,NaN,NaN,NaN,"Marschallgasse 12, 8020 Graz"
619,169,CH,"Abteilung für Chirurgie",78,17,7,36,4567,3.88,"Marschallgasse 12, 8020 Graz"
619,193,GGH,"Abteilung für Gynäkologie",24,9,4,12,2232,2.81,"Marschallgasse 12, 8020 Graz"
619,339,IM,"Abteilung für Innere Medizin I",107,23,9,56,4.338,7.49,"Marschallgasse 12, 8020 Graz"
619,930,IN GEM,"Interdisziplinäre Intensivstation",9,2,2,19,668,3.7,"Marschallgasse 12, 8020 Graz"
620,NaN,,"All",186,NaN,NaN,NaN,NaN,NaN,"Elisabethinergasse 14, 8020 Graz"
620,930,AN,"Abteilung für Anästhesie, Intensivmedizin und Schmerztherapie",14,15,12,37,1928,1.81,"Elisabethinergasse 14, 8020 Graz"
620,339,IM,"Abteilung für Innere Medizin",78,26,12,37,4304,5.63,"Elisabethinergasse 14, 8020 Graz"
620,169,CH,"Chirurgische Abteilung",42,15,9,24,4274,2.35,"Elisabethinergasse 14, 8020 Graz"
620,220,HNO,"Hals-Nasen-Ohren-Heilkunde",44,15,10,16,3603,3.66,"Elisabethinergasse 14, 8020 Graz"
620,930,PAL,"Palliativ medizinische Einrichtung",8,2,NaN,13,208,11.42,"Elisabethinergasse 14, 8020 Graz"
608,NaN,,"All",357,NaN,NaN,NaN,NaN,NaN,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",7,29,19,NaN,36,6.02,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,169,CH,"Abteilung für Chirurgie",52,27,16,NaN,3645,3.29,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",42,26,15,NaN,3082,3.32,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,339,IM,"Abteilung für Innere Medizin - Feldbach",87,32,12,NaN,3622,6.29,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,570,NEU,"Abteilung für Neurologie",35,14,7,NaN,1508,5.93,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,166,UC,"Abteilung für Unfallchirurgie",37,20,10,NaN,1944,4.34,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
608,339,IM,"Medizinische Abteilung - Fürstenfeld",98,35,12,NaN,4625,6,"Ottokar-Kernstockstraße 18, 8330 Feldbach"
631,NaN,,"All",173,NaN,NaN,NaN,NaN,NaN,"Krankenhausplatz 1, 8230 Hartberg"
631,169,CH,"Abteilung für Chirurgie",54,18,6,43,3549,3.47,"Krankenhausplatz 1, 8230 Hartberg"
631,339,IM,"Abteilung für Innere Medizin",83,26,9,89,5272,4.53,"Krankenhausplatz 1, 8230 Hartberg"
631,930,AN,"Anästhesiologie und Intensivmedizin",5,15,13,25,258,5.9,"Krankenhausplatz 1, 8230 Hartberg"
631,199,GGH,"Frauenheilkunde und Geburtshilfe",26,19,10,21,2252,2.82,"Krankenhausplatz 1, 8230 Hartberg"
631,339,IN IM,"Internistische Intensivstation",5,26,9,17,457,2.83,"Krankenhausplatz 1, 8230 Hartberg"
611,NaN,,"All",155,NaN,NaN,NaN,NaN,NaN,""
611,340,AG/R,"ABT. F. AKUTGERIATRIE U. REMOBILISATION HÖR - Hörgas",25,4,2,12,354,19.57,"Hörgas 68, 8112 Gratwein-Straßengel"
611,339,IM,"MED. INTENSIV. HÖR - Hörgas",4,1,1,10,272,2.99,"Hörgas 68, 8112 Gratwein-Straßengel"
611,339,IM,"MED.ABTLG. HÖR - Hörgas",58,24,8,56,2507,6.69,"Hörgas 68, 8112 Gratwein-Straßengel"
611,332,PUL,"PULMOLOG. ABTEILG. ENZ - Enzenbach",64,19,9,55,3408,4.3,"Hörgas 30, 8112 Gratwein-Straßengel"
611,930,AN,"UEBERWACHUNG/INTENSIV ENZ - Enzenbach",4,1,1,14,167,7.02,"Hörgas 30, 8112 Gratwein-Straßengel"
655,NaN,,"All",80,NaN,NaN,NaN,NaN,NaN,"Franz-Pichler-Straße 85, 8160 Weiz"
655,930,AN,"Abteilung für Anästhesie und Intensivmedizin",6,9,7,26,390,NaN,"Franz-Pichler-Straße 85, 8160 Weiz"
655,169,CH,"Chirurgie - allgemein",40,19,8,48,3144,3.92,"Franz-Pichler-Straße 85, 8160 Weiz"
655,339,IM,"Innere Medizin – allgemein",34,22,7,19,2083,6.8,"Franz-Pichler-Straße 85, 8160 Weiz"
652,NaN,,"All",112,NaN,NaN,NaN,NaN,NaN,"Spitalstraße 101, 8250 Vorau"
652,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",35,4,2,17,558,17.32,"Spitalstraße 101, 8250 Vorau"
652,169,CH,"Chirurgie",20,7,4,15,2637,1.25,"Spitalstraße 101, 8250 Vorau"
652,339,IM,"Innere Medizin",53,14,4,25,3045,4.71,"Spitalstraße 101, 8250 Vorau"
652,930,IN GEM,"Intensivbetreuung (interdisziplinär)",4,1,1,7,407,2.18,"Spitalstraße 101, 8250 Vorau"
635,NaN,,"All",70,NaN,NaN,NaN,NaN,NaN,"Vordernberger Straße 42, 8700 Leoben"
635,570,NEU,"Akut-Nachbehandlung von neurologischen Patienten",70,9,4,NaN,653,40,"Vordernberger Straße 42, 8700 Leoben"
624,199,GGH,"All",130,NaN,NaN,NaN,NaN,NaN,"Kreuzgasse 35, 8010 Graz"
625,199,GGH,"All",29,NaN,NaN,NaN,NaN,NaN,"Schanzelgasse 42, 8010 Graz"
614,NaN,,"All",145,NaN,NaN,NaN,NaN,NaN,"Göstinger Straße 24, 8020 Graz"
614,166,UC,"Unfallchirurgie - allgemein",145,59,44,151,6656,7.1,"Göstinger Straße 24, 8020 Graz"
634,NaN,,"All",70,NaN,NaN,NaN,NaN,NaN,"Kalwang 1, 8775 Kalwang"
634,166,UC,"Unfallchirurgie - allgemein",70,31,24,90,2928,6.4,"Kalwang 1, 8775 Kalwang"
731,NaN,,"All",384,NaN,NaN,NaN,NaN,NaN,"Endach 27, 6330 Kufstein"
731,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",37,9,5,28,2188.5,2.61,"Endach 27, 6330 Kufstein"
731,570,NEU,"Akut-Nachbehandlung von neurologischen Patienten",6,NaN,NaN,NaN,91.5,22.82,"Endach 27, 6330 Kufstein"
731,120,AU,"Augenheilkunde",19,9,5,12,5159.5,0.21,"Endach 27, 6330 Kufstein"
731,169,CH,"Chirurgische Abteilung",55,16,8,39,4125,4.23,"Endach 27, 6330 Kufstein"
731,220,HNO,"HNO-Abteilung",16,9,6,19,1620.5,3.05,"Endach 27, 6330 Kufstein"
731,930,IN GEM,"Intensivbetreuung (interdisziplinär)",14,23,18,43,293,14.32,"Endach 27, 6330 Kufstein"
731,339,IM,"Interne und Infektionsabteilung",86,28,9,56,6730.5,3.98,"Endach 27, 6330 Kufstein"
731,369,KI,"Kinderheilkunde - allgemein",19,9,4,15,2104,1.74,"Endach 27, 6330 Kufstein"
731,570,NEU,"Neurologie",23,13,6,28,2134.5,5.04,"Endach 27, 6330 Kufstein"
731,829,PSY,"Psychiatrie",25,10,6,21,846,9.33,"Endach 27, 6330 Kufstein"
731,570,SU,"Stroke Unit",4,NaN,NaN,NaN,248.5,5.59,"Endach 27, 6330 Kufstein"
731,829,TK PSY,"Tagesklinik (Psychiatrie)",8,NaN,NaN,NaN,580,2.33,"Endach 27, 6330 Kufstein"
731,166,UC,"Unfallchirurgie",49,20,10,29,4166,4.49,"Endach 27, 6330 Kufstein"
731,900,URO,"Urologie",23,9,5,17,2222.5,2.92,"Endach 27, 6330 Kufstein"
714,NaN,,"All",372,NaN,NaN,NaN,NaN,NaN,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",5,13,12,27,304,4.5,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",22,8,8,28,1575,4.1,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,220,HNO,"Abteilung für HNO",15,7,5,12,1185,4.3,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,369,KI,"Abteilung für Kinderheilkunde (inkl. Intensiv-Neonatalogie)",14,5,3,16,1567,2.7,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,570,NEU,"Abteilung für Neurologie",22,8,5,23,1420,5.8,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,900,URO,"Abteilung für Urologie",15,5,4,12,1122,4.3,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,570,NEU,"Akut-Nachbehandlung von neurologischen Patienten",6,NaN,NaN,NaN,178,11.4,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",30,4,2,27,1086,11.1,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,169,CH,"Chirurgische Abteilung",45,8,6,26,1970,5.2,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,120,TK AU,"Dislozierte Tagesklinik für Augenheilkunde",8,1,1,NaN,219,1,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,570,SU,"Intensiv Neuro (Stroke Unit)",2,NaN,NaN,2,246,3.2,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,339,IN IM,"Intensivbetreuung (Interne)",6,2,2,16,347,5.5,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,339,IM,"Interne Abteilung",95,23,12,67,6592,4.6,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,369,IN KI,"Kinder-Intensivbetreuung (Kinderheilkunde)",2,1,1,3,140,4.6,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,699,OR,"Orthopädie und orthopädische Chirurgie - allgemein",14,3,2,6,572,6.6,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,930,PAL,"Palliativ medizinische Einrichtung",4,3,1,6,98,12.8,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,829,PSY,"Psychiatrie - allgemein",30,6,4,21,914,8.5,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
714,166,UC,"Unfallchirurgie - allgemein",37,10,8,16,2177,4.1,"Emanuel-von-Hibler-Straße 5, 9900 Lienz, Osttirol"
717,NaN,,"All",127,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 39, 6600 Reutte"
717,930,AN,"Anästhesiologie und Intensivmedizin",4,12,9,13,361,2.5,"Krankenhausstraße 39, 6600 Reutte"
717,169,CH,"Chirurgische Abteilung",20,9,6,18,1508,3.1,"Krankenhausstraße 39, 6600 Reutte"
717,199,GGH,"Frauenheilkunde und Geburtshilfe",12,5,3,15,897,3.5,"Krankenhausstraße 39, 6600 Reutte"
717,220,HNO,"HNO-Station",2,1,1,1,254,1.7,"Krankenhausstraße 39, 6600 Reutte"
717,339,IM,"Interne Abteilung",45,13,5,31,3265,4.2,"Krankenhausstraße 39, 6600 Reutte"
717,369,KI,"Kinderheilkunde, Jugendmedizin und Neonatologie",10,6,3,16,517,2.8,"Krankenhausstraße 39, 6600 Reutte"
717,120,TK AU,"Tagesklinik Augenheilkunde",2,2,2,2,503,0,"Krankenhausstraße 39, 6600 Reutte"
717,166,UC,"Unfallchirurgische Abteilung",32,9,4,28,2348,3.7,"Krankenhausstraße 39, 6600 Reutte"
722,NaN,,"All",328,NaN,NaN,NaN,NaN,NaN,"Sanatoriumstraße 43, 6511 Zams"
722,930,AN,"Anästhesie",7,16,12,36,710,2.2,"Sanatoriumstraße 43, 6511 Zams"
722,169,CH,"Chirurgische Abteilung",58,11,8,46,5452,3.9,"Sanatoriumstraße 43, 6511 Zams"
722,199,GGH,"Gynäkologie und Geburtshilfe",45,7,4,12,1940,3.5,"Sanatoriumstraße 43, 6511 Zams"
722,220,HNO,"HNO-Abteilung",10,3,3,2,880,3.2,"Sanatoriumstraße 43, 6511 Zams"
722,339,IM,"Innere Medizin",93,16,11,84,8745,3.5,"Sanatoriumstraße 43, 6511 Zams"
722,339,IN IM,"Internistische Intensivmedizin",7,NaN,NaN,NaN,527,3.9,"Sanatoriumstraße 43, 6511 Zams"
722,369,KI,"Kinder- und Jugendheilkunde",17,7,2,17,1428,1.7,"Sanatoriumstraße 43, 6511 Zams"
722,699,OR,"Orthopädie und orthopädische Chirurgie - allgemein",12,3,3,NaN,738,6.2,"Sanatoriumstraße 43, 6511 Zams"
722,166,UC,"Unfallchirurgie u. Sporttraumatologie",68,14,9,51,4853,3.2,"Sanatoriumstraße 43, 6511 Zams"
722,900,URO,"Urologie",12,3,3,NaN,1210,2.2,"Sanatoriumstraße 43, 6511 Zams"
719,NaN,,"All",274,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,169,CH,"Chirurgie, Lehrabteilung der Med. Universität Innsbruck",45,13,7,25,2926,3,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,199,GGH,"Gynäkologie und Geburtshilfe",24,11,7,18,1624,3.2,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,339,IM,"Innere Medizin",87,21,9,91,6139,4.5,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,930,IN GEM,"Intensivbetreuung (interdisziplinär)",8,15,13,NaN,67,NaN,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,369,KJP,"Kinder- und Jugendheilkunde, Lehrabteilung der Med.Universität Innsbruck",14,7,5,18,2062,1.8,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,699,OR,"Orthopädie",49,11,7,30,2449,5.5,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
719,166,UC,"Unfallchirurgie",47,15,9,37,2637,4.3,"Bahnhofstraße 14, 6380 St. Johann in Tirol"
715,NaN,,"All",157,NaN,NaN,NaN,NaN,NaN,"In der Stille 20, 6161 Natters"
715,339,IM,"Abteilung für Innere Medizin Natters",57,NaN,NaN,NaN,1016,14.2,"In der Stille 20, 6161 Natters"
715,332,PUL,"Pneumologie Natters",100,12,NaN,42,4772,10,"In der Stille 20, 6161 Natters"
830,NaN,,"All",615,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,169,CH,"Allgemein-, Viszeral- und Thoraxchirurgie",50,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,930,AN,"Anästhesie und Intensiv",14,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,120,AU,"Augenheilkunde",34,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,250,DER,"Dermatologie und Venerologie",12,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,153,CH,"Gefäßchirurgie",17,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
